id,product_id,store_id,current_stock,reorder_level,expiry_date,last_updated,created_at,recent_units,previous_units,avg_daily_sales,sales_change_pct,days_of_stock,return_rate,days_to_expiry,issue_type,severity,explanation
3870ca95-5bd8-472a-9649-0eda5ae924f8,PRD-0096,MUM-001,42,42,,2024-12-24,2024-01-01 08:00:00,73,63.0,2.433333333333333,15.873015873015872,17.26027397260274,0.0410958904109589,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
f2c005b8-a24a-4416-897b-c0087e893b2d,PRD-0106,MUM-001,42,56,2027-05-10,2024-12-28,2024-01-01 08:00:00,293,201.0,9.766666666666667,45.77114427860697,4.300341296928328,0.017064846416382253,434.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
c07980c2-d69c-4f8c-bd01-e6de1e32c2a7,PRD-0107,MUM-001,8,56,,2024-12-27,2024-01-01 08:00:00,165,120.0,5.5,37.5,1.4545454545454546,0.01818181818181818,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
7fe759de-4235-468a-851c-bb798b643d18,PRD-0006,MUM-002,231,245,2025-03-06,2024-12-27,2024-01-01 08:00:00,630,539.0,21.0,16.883116883116884,11.0,0.0031746031746031746,-361.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
14dca865-0151-4830-a395-5de2040e8e41,PRD-0010,MUM-002,206,245,2025-12-30,2024-12-25,2024-01-01 08:00:00,206,147.0,6.866666666666666,40.136054421768705,30.000000000000004,0.0,-62.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
2d9bddea-937d-4286-ad7c-5feff8143ad6,PRD-0012,MUM-002,219,245,2025-09-06,2024-12-29,2024-01-01 08:00:00,715,658.0,23.833333333333332,8.662613981762918,9.18881118881119,0.0,-177.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
5b66ca3c-b3ec-4a0e-b558-61dad79154f8,PRD-0015,MUM-002,116,245,2025-02-20,2024-12-29,2024-01-01 08:00:00,661,468.0,22.033333333333335,41.23931623931624,5.264750378214826,0.0,-375.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
8fb79cee-13d5-4fe2-a84e-0576ceee719b,PRD-0030,MUM-002,140,140,2025-02-17,2024-12-26,2024-01-01 08:00:00,515,421.0,17.166666666666668,22.327790973871732,8.155339805825243,0.0,-378.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
c3eb08e8-f06d-4887-84ae-5f237ec504d1,PRD-0040,MUM-002,201,280,2025-01-03,2024-12-29,2024-01-01 08:00:00,869,699.0,28.966666666666665,24.320457796852647,6.939010356731876,0.0023014959723820483,-423.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
daebe3c6-a55c-4682-9118-75e8c1c0cc98,PRD-0043,MUM-002,270,280,2025-01-05,2024-12-24,2024-01-01 08:00:00,1173,954.0,39.1,22.955974842767297,6.905370843989769,0.0008525149190110827,-421.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
8d6aaa98-c0b0-4c23-884d-bf85c3d74dc2,PRD-0051,MUM-002,63,70,2027-01-01,2024-12-27,2024-01-01 08:00:00,182,137.0,6.066666666666666,32.846715328467155,10.384615384615385,0.016483516483516484,305.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
6a5b0882-30be-4679-b741-907bd706e5a4,PRD-0056,MUM-002,52,56,2026-03-02,2024-12-31,2024-01-01 08:00:00,43,36.0,1.4333333333333333,19.444444444444446,36.27906976744186,0.046511627906976744,0.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
15e9e0be-1990-4928-838e-249e210304eb,PRD-0059,MUM-002,11,56,2026-12-22,2024-12-29,2024-01-01 08:00:00,144,113.0,4.8,27.43362831858407,2.291666666666667,0.020833333333333332,295.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
d86098a9-acaf-4ed8-b6b3-b3513032264d,PRD-0060,MUM-002,41,56,2027-02-24,2024-12-24,2024-01-01 08:00:00,190,144.0,6.333333333333333,31.944444444444443,6.473684210526316,0.0,359.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
bfead3f0-c296-43dc-80d8-5cdaf15f0945,PRD-0067,MUM-002,8,14,,2024-12-26,2024-01-01 08:00:00,67,45.0,2.2333333333333334,48.888888888888886,3.582089552238806,0.22388059701492538,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
a1e59e37-eb19-4e35-9a1d-632e3773ebd7,PRD-0071,MUM-002,13,14,,2024-12-26,2024-01-01 08:00:00,52,40.0,1.7333333333333334,30.0,7.5,0.1346153846153846,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
400836fe-c733-40cb-b125-9fa8f48d8ef5,PRD-0078,MUM-002,23,35,,2024-12-28,2024-01-01 08:00:00,91,61.0,3.033333333333333,49.18032786885246,7.582417582417583,0.03296703296703297,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
a4c559bb-e493-47c0-875c-3d6becff4b1c,PRD-0092,MUM-002,0,28,,2024-12-24,2024-01-01 08:00:00,121,81.0,4.033333333333333,49.382716049382715,0.0,0.05785123966942149,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
2788b988-0652-4b5d-92e3-da1c270fea35,PRD-0093,MUM-002,23,28,,2024-12-26,2024-01-01 08:00:00,72,58.0,2.4,24.137931034482758,9.583333333333334,0.05555555555555555,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
44351b07-5f20-4af7-b940-2727b6bc8991,PRD-0098,MUM-002,36,42,,2024-12-26,2024-01-01 08:00:00,137,119.0,4.566666666666666,15.126050420168067,7.883211678832117,0.0072992700729927005,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
878515a5-e3c4-4927-a43f-ee6829fe939d,PRD-0099,MUM-002,37,42,,2024-12-28,2024-01-01 08:00:00,99,80.0,3.3,23.75,11.212121212121213,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
41887da6-3856-4371-a4fb-deebeae14ffa,PRD-0105,MUM-002,53,56,2026-05-15,2024-12-24,2024-01-01 08:00:00,156,122.0,5.2,27.86885245901639,10.192307692307692,0.038461538461538464,74.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
c43822a5-7814-4651-ac8d-3ab4de014073,PRD-0107,MUM-002,51,56,,2024-12-28,2024-01-01 08:00:00,229,153.0,7.633333333333334,49.673202614379086,6.68122270742358,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
919e4889-a41f-4208-9b9f-85c74e7a78d7,PRD-0007,MUM-003,116,135,2025-10-11,2024-12-28,2024-01-01 08:00:00,251,212.0,8.366666666666667,18.39622641509434,13.864541832669321,0.02390438247011952,-142.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
eae7b95b-9a10-4d5f-af1f-36ee9569e7e1,PRD-0009,MUM-003,117,135,2025-03-19,2024-12-25,2024-01-01 08:00:00,104,84.0,3.466666666666667,23.809523809523807,33.75,0.04807692307692308,-348.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
dbb34789-7f9b-4000-9f25-169cddfc9050,PRD-0014,MUM-003,101,135,2025-08-24,2024-12-28,2024-01-01 08:00:00,294,255.0,9.8,15.294117647058824,10.306122448979592,0.0,-190.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
fe4d7fc5-dde3-4e51-bb63-94029579f63b,PRD-0021,MUM-003,82,96,2025-01-04,2024-12-28,2024-01-01 08:00:00,275,201.0,9.166666666666666,36.81592039800995,8.945454545454545,0.01090909090909091,-422.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
eb91e716-5dba-4e7d-be95-4b8d6e091663,PRD-0022,MUM-003,83,96,2025-01-13,2024-12-31,2024-01-01 08:00:00,288,228.0,9.6,26.31578947368421,8.645833333333334,0.0,-413.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
5cddb7d8-d791-4e6d-8eea-cfef75e0b574,PRD-0060,MUM-003,26,31,2027-07-01,2024-12-24,2024-01-01 08:00:00,67,49.0,2.2333333333333334,36.734693877551024,11.641791044776118,0.04477611940298507,486.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
7af836e6-931c-4f38-9565-a59b88b8f105,PRD-0065,MUM-003,8,8,,2024-12-25,2024-01-01 08:00:00,19,16.0,0.6333333333333333,18.75,12.631578947368421,0.3684210526315789,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
7a36d57e-9103-4a8a-86c5-9f656e671838,PRD-0068,MUM-003,3,8,,2024-12-31,2024-01-01 08:00:00,17,11.0,0.5666666666666667,54.54545454545454,5.294117647058823,0.4117647058823529,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
122653c6-2e01-4fa3-9530-018b93190cbe,PRD-0069,MUM-003,8,8,,2024-12-29,2024-01-01 08:00:00,20,16.0,0.6666666666666666,25.0,12.0,0.3,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
2471f2bd-f2dc-476b-bbbe-d9bb7ecef013,PRD-0074,MUM-003,3,8,,2024-12-30,2024-01-01 08:00:00,20,16.0,0.6666666666666666,25.0,4.5,0.15,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
bfa6962c-f876-446d-82bb-7f5065af99e1,PRD-0077,MUM-003,14,19,,2024-12-26,2024-01-01 08:00:00,43,29.0,1.4333333333333333,48.275862068965516,9.767441860465116,0.09302325581395349,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
61a66930-6106-4692-8c34-262a1760a50b,PRD-0083,MUM-003,0,19,,2024-12-30,2024-01-01 08:00:00,106,69.0,3.533333333333333,53.62318840579711,0.0,0.07547169811320754,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
faaef03d-f8da-4265-b618-16be941e8fee,PRD-0020,DEL-001,132,245,2026-11-14,2024-12-26,2024-01-01 08:00:00,480,403.0,16.0,19.106699751861044,8.25,0.008333333333333333,257.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
b670c6d7-050c-451b-b135-aa5fdcd87b94,PRD-0024,DEL-001,142,175,2025-01-03,2024-12-27,2024-01-01 08:00:00,473,361.0,15.766666666666667,31.024930747922436,9.006342494714588,0.006342494714587738,-423.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
5fb57245-3c34-49e6-a3cd-141b7d49cc05,PRD-0038,DEL-001,20,280,2025-01-05,2024-12-29,2024-01-01 08:00:00,984,728.0,32.8,35.16483516483517,0.6097560975609757,0.0040650406504065045,-421.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
fb386b8d-49c0-46bb-8a6d-fc46155eb75f,PRD-0041,DEL-001,213,280,2025-01-04,2024-12-24,2024-01-01 08:00:00,869,687.0,28.966666666666665,26.4919941775837,7.353279631760645,0.0011507479861910242,-422.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
1c121686-89c4-47ae-b548-934fa2a44cae,PRD-0044,DEL-001,275,280,2025-01-02,2024-12-30,2024-01-01 08:00:00,745,682.0,24.833333333333332,9.237536656891496,11.073825503355705,0.0,-424.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
356110fb-788b-4cd4-9662-611f42923485,PRD-0054,DEL-001,33,70,,2024-12-28,2024-01-01 08:00:00,253,194.0,8.433333333333334,30.412371134020617,3.9130434782608696,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
f6f50bfe-08fa-4bd7-b109-4c4b33f2984c,PRD-0064,DEL-001,46,56,,2024-12-30,2024-01-01 08:00:00,74,73.0,2.466666666666667,1.36986301369863,18.64864864864865,0.04054054054054054,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
87bea945-624d-4dd5-b90e-e0e8cd03d536,PRD-0068,DEL-001,0,14,,2024-12-29,2024-01-01 08:00:00,42,31.0,1.4,35.483870967741936,0.0,0.09523809523809523,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
43a448f9-2b35-46a6-a856-08c52569c622,PRD-0101,DEL-001,55,56,,2024-12-26,2024-01-01 08:00:00,126,95.0,4.2,32.631578947368425,13.095238095238095,0.023809523809523808,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
83564a2a-ab12-40d4-8124-152d38c93c45,PRD-0102,DEL-001,54,56,2025-11-30,2024-12-28,2024-01-01 08:00:00,210,161.0,7.0,30.434782608695656,7.714285714285714,0.0,-92.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
14594d5d-ab3e-40e4-9bc5-4fcf3ca9eaf3,PRD-0104,DEL-001,45,56,2025-11-28,2024-12-29,2024-01-01 08:00:00,203,150.0,6.766666666666667,35.333333333333336,6.650246305418719,0.014778325123152709,-94.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
cdcadb92-ae38-420b-ae78-effdd0cae749,PRD-0007,DEL-002,120,135,2025-09-24,2024-12-31,2024-01-01 08:00:00,342,248.0,11.4,37.903225806451616,10.526315789473683,0.005847953216374269,-159.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
f5f3ef4b-5f43-4990-ac46-30ca1077018a,PRD-0025,DEL-002,93,96,2025-01-07,2024-12-27,2024-01-01 08:00:00,365,226.0,12.166666666666666,61.504424778761056,7.6438356164383565,0.0027397260273972603,-419.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
a8d0d92a-408e-4e2f-af68-f40ff57ab126,PRD-0029,DEL-002,77,77,2025-03-28,2024-12-28,2024-01-01 08:00:00,200,184.0,6.666666666666667,8.695652173913043,11.549999999999999,0.03,-339.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
e1466225-2f6c-4084-9edf-a61574907439,PRD-0030,DEL-002,56,77,2025-02-14,2024-12-25,2024-01-01 08:00:00,160,132.0,5.333333333333333,21.21212121212121,10.5,0.0125,-381.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
bd79d9c0-5e3c-4fd2-9db0-7e88b08f5ac1,PRD-0047,DEL-002,38,38,2025-10-24,2024-12-31,2024-01-01 08:00:00,94,79.0,3.1333333333333333,18.9873417721519,12.127659574468085,0.0,-129.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
04b7afd9-009b-423d-88a5-1946e47565ce,PRD-0053,DEL-002,30,38,,2024-12-29,2024-01-01 08:00:00,76,57.0,2.533333333333333,33.33333333333333,11.842105263157896,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
241df96b-9bdc-4a90-86ab-798a4b80bf76,PRD-0096,DEL-002,23,23,,2024-12-30,2024-01-01 08:00:00,38,33.0,1.2666666666666666,15.151515151515152,18.157894736842106,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
6fe7d636-352f-4b81-aea2-1138e7aae01b,PRD-0016,BLR-001,196,245,2025-10-14,2024-12-25,2024-01-01 08:00:00,416,330.0,13.866666666666667,26.060606060606062,14.134615384615383,0.0,-139.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
80353020-4956-4755-85ef-4c57867ce852,PRD-0018,BLR-001,183,245,2026-04-17,2024-12-30,2024-01-01 08:00:00,230,177.0,7.666666666666667,29.943502824858758,23.869565217391305,0.0,46.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
2b22d73e-48e4-4591-a524-0a8ff043e2c5,PRD-0025,BLR-001,164,175,2025-01-07,2024-12-28,2024-01-01 08:00:00,375,295.0,12.5,27.11864406779661,13.12,0.0026666666666666666,-419.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
3c8d942e-7995-43e1-a25f-6e3ad1b43faa,PRD-0026,BLR-001,92,175,2025-01-27,2024-12-26,2024-01-01 08:00:00,300,226.0,10.0,32.743362831858406,9.2,0.01,-399.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
99aeb9c7-80c5-4b52-b194-0681c1a37054,PRD-0027,BLR-001,144,175,2025-01-12,2024-12-31,2024-01-01 08:00:00,427,328.0,14.233333333333333,30.182926829268293,10.117096018735364,0.0,-414.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
170ab210-f18a-4c92-8853-6e696e278ab2,PRD-0030,BLR-001,117,140,2025-02-08,2024-12-27,2024-01-01 08:00:00,314,271.0,10.466666666666667,15.867158671586715,11.178343949044585,0.0031847133757961785,-387.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
0218f860-3900-47d6-952b-baf5c0e2fb20,PRD-0033,BLR-001,110,140,2025-01-02,2024-12-27,2024-01-01 08:00:00,303,265.0,10.1,14.339622641509434,10.891089108910892,0.0033003300330033004,-424.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
7e807ce8-f6d4-436a-af3f-6102ff6fff55,PRD-0036,BLR-001,219,280,2025-01-04,2024-12-29,2024-01-01 08:00:00,618,446.0,20.6,38.56502242152467,10.631067961165048,0.008090614886731391,-422.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
3f59013e-8bd8-4dce-8602-f62f2d59edcc,PRD-0038,BLR-001,119,280,2025-01-03,2024-12-25,2024-01-01 08:00:00,496,394.0,16.533333333333335,25.888324873096447,7.19758064516129,0.004032258064516129,-423.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
26a5f00e-fb66-4019-b393-2ef6b225ea79,PRD-0042,BLR-001,248,280,2025-01-02,2024-12-25,2024-01-01 08:00:00,936,623.0,31.2,50.24077046548957,7.948717948717949,0.005341880341880342,-424.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
90511400-56cb-4d29-9959-d9732d64d1fe,PRD-0044,BLR-001,268,280,2025-01-04,2024-12-29,2024-01-01 08:00:00,608,451.0,20.266666666666666,34.811529933481154,13.223684210526317,0.0,-422.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
ab3bec99-de41-4b1a-9aa9-37844a168041,PRD-0052,BLR-001,50,70,,2024-12-27,2024-01-01 08:00:00,193,146.0,6.433333333333334,32.19178082191781,7.772020725388601,0.025906735751295335,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
420f501d-a274-4b2d-a4ea-863575fba8ce,PRD-0059,BLR-001,55,56,2027-10-21,2024-12-30,2024-01-01 08:00:00,112,94.0,3.7333333333333334,19.148936170212767,14.732142857142858,0.0,598.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
3f701b68-5065-44f5-9f16-31325c0381fb,PRD-0087,BLR-001,24,28,,2024-12-26,2024-01-01 08:00:00,73,56.0,2.433333333333333,30.357142857142854,9.863013698630137,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
c09ee15b-e315-4568-9085-179c67e80e39,PRD-0091,BLR-001,26,28,,2024-12-25,2024-01-01 08:00:00,60,50.0,2.0,20.0,13.0,0.13333333333333333,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
d287cfa6-6f32-474f-9733-4b84fd814493,PRD-0096,BLR-001,30,42,,2024-12-25,2024-01-01 08:00:00,107,80.0,3.566666666666667,33.75,8.411214953271028,0.028037383177570093,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
f9f805c7-68dc-4ec2-85bc-0cfe84f1d524,PRD-0100,BLR-001,44,56,,2024-12-31,2024-01-01 08:00:00,214,126.0,7.133333333333334,69.84126984126983,6.16822429906542,0.0,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
78f49fde-9ad0-402a-971d-91082b7eab79,PRD-0001,BLR-002,105,135,2025-12-14,2024-12-27,2024-01-01 08:00:00,330,262.0,11.0,25.954198473282442,9.545454545454545,0.0,-78.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
e710f049-83a4-4894-8090-60cb6f5484cc,PRD-0013,BLR-002,131,135,2026-04-10,2024-12-31,2024-01-01 08:00:00,304,216.0,10.133333333333333,40.74074074074074,12.927631578947368,0.01644736842105263,39.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
398797e2-f7c9-4694-b06a-5f58f7887360,PRD-0023,BLR-002,80,96,2025-01-23,2024-12-26,2024-01-01 08:00:00,217,169.0,7.233333333333333,28.402366863905325,11.059907834101383,0.0,-403.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
166ecfba-1555-4394-ab0f-a45d0c2b69bd,PRD-0025,BLR-002,34,96,2025-01-06,2024-12-27,2024-01-01 08:00:00,149,126.0,4.966666666666667,18.253968253968253,6.845637583892617,0.020134228187919462,-420.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
f94ece27-439a-4bfa-aaa6-b2c539c5b8ec,PRD-0026,BLR-002,72,96,2025-01-30,2024-12-25,2024-01-01 08:00:00,178,139.0,5.933333333333334,28.05755395683453,12.134831460674157,0.0,-396.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
27956d61-eff4-4f2f-9194-7f413d63550e,PRD-0027,BLR-002,78,96,2025-01-11,2024-12-28,2024-01-01 08:00:00,159,140.0,5.3,13.571428571428571,14.716981132075473,0.018867924528301886,-415.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
bd50f237-2263-4524-990f-993f1bf21c39,PRD-0045,BLR-002,33,38,2027-08-16,2024-12-29,2024-01-01 08:00:00,95,72.0,3.1666666666666665,31.944444444444443,10.421052631578949,0.0,532.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
b0d70f2d-9693-4995-ba89-c40e363b59f8,PRD-0061,BLR-002,13,31,2026-10-31,2024-12-27,2024-01-01 08:00:00,73,51.0,2.433333333333333,43.13725490196079,5.342465753424658,0.0410958904109589,243.0,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
4ec00329-d6ef-4a67-9a9f-207ae7309b25,PRD-0065,BLR-002,8,8,,2024-12-26,2024-01-01 08:00:00,18,12.0,0.6,50.0,13.333333333333334,0.3333333333333333,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
6ee7135c-c2de-4ed1-bcec-0a1b2508462d,PRD-0073,BLR-002,7,8,,2024-12-27,2024-01-01 08:00:00,25,19.0,0.8333333333333334,31.57894736842105,8.4,0.12,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
4a920f71-b298-4f49-a184-51d16dce52ca,PRD-0081,BLR-002,14,19,,2024-12-24,2024-01-01 08:00:00,32,24.0,1.0666666666666667,33.33333333333333,13.125,0.15625,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
9c13b6d5-fe02-4974-98d4-a8a801822c51,PRD-0100,BLR-002,5,31,,2024-12-29,2024-01-01 08:00:00,78,58.0,2.6,34.48275862068966,1.923076923076923,0.08974358974358974,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
8d3fafd0-7395-469b-b3ca-793c861747c8,PRD-0107,BLR-002,28,31,,2024-12-29,2024-01-01 08:00:00,137,91.0,4.566666666666666,50.54945054945055,6.131386861313869,0.06569343065693431,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
be31671b-0ef6-4db5-93f8-5b8040e95004,PRD-0108,BLR-002,24,31,,2024-12-26,2024-01-01 08:00:00,86,63.0,2.8666666666666667,36.507936507936506,8.372093023255815,0.05813953488372093,,LOW_STOCK,HIGH,Stock level is below reorder threshold or will run out soon
